Work Item Id,Parent Work Item Id,TeamId,Created Date,Closed Date,State
10195,,,2021-10-21 22:21:28,2021-10-22 01:09:23,Closed
10197,,5,2021-10-22 00:42:34,2021-10-22 09:54:46,Closed
10199,10074,5,2021-10-22 12:45:54,2021-10-26 09:32:44,Closed
10200,13425,,2021-10-22 12:50:07,,Draft
10201,,5,2021-10-22 15:06:27,,Design
10202,10074,5,2021-10-22 15:19:12,2021-11-01 08:51:00,Closed
10205,,5,2021-10-22 16:59:17,2021-10-29 16:45:33,Closed
10208,,,2021-10-24 17:06:21,,New
10210,,,2021-10-25 01:22:31,,Removed
10212,,7,2021-10-25 08:39:01,2022-04-20 13:14:27,Closed
10213,,5,2021-10-25 10:24:06,,Removed
10214,,5,2021-10-25 10:38:42,2021-10-29 16:45:36,Closed
10215,10205,5,2021-10-25 10:40:23,2021-10-27 14:27:10,Closed
10216,10169,5,2021-10-25 10:41:23,2021-10-29 17:28:31,Closed
10217,10220,5,2021-10-25 10:45:10,2022-03-24 00:48:44,Closed
10219,10173,5,2021-10-25 11:21:49,2021-12-21 14:57:26,Closed
10220,10173,5,2021-10-25 11:23:03,2021-12-28 17:51:30,Closed
10221,,,2021-10-25 11:24:12,,New
10222,10169,,2021-10-25 13:41:26,2021-11-18 14:13:20,Closed
10224,,,2021-10-25 17:36:30,,New
10228,,,2021-10-25 17:37:46,2021-10-27 16:45:55,Closed
10230,9956,,2021-10-25 17:47:23,2021-11-03 04:49:55,Closed
10232,,,2021-10-25 18:02:47,2022-04-22 21:57:50,Closed
10235,9956,7,2021-10-25 18:36:49,2021-12-25 00:45:00,Closed
10236,9956,7,2021-10-25 18:37:07,2021-12-24 05:58:39,Closed
10237,,,2021-10-25 18:38:54,,New
10238,,,2021-10-25 18:39:45,,Draft
10239,17336,,2021-10-25 18:54:50,,Removed
10241,10239,,2021-10-25 19:17:39,,New
10242,10239,,2021-10-25 19:18:07,,Draft
10243,10239,,2021-10-25 19:18:26,,Draft
10244,10247,7,2021-10-25 20:56:53,2022-10-06 09:58:29,Closed
10245,10241,7,2021-10-25 20:58:15,,New
10246,10237,7,2021-10-25 21:47:45,2022-01-07 21:53:17,Closed
10247,17335,7,2021-10-25 22:47:40,2022-10-12 13:39:14,Closed
10248,10247,,2021-10-25 22:48:28,,Removed
10251,9944,5,2021-10-26 10:43:58,2021-11-01 16:10:10,Closed
10252,9944,5,2021-10-26 10:56:11,2021-10-29 17:28:40,Closed
10253,10187,5,2021-10-26 11:26:34,2021-11-11 09:13:23,Closed
10254,,,2021-10-26 12:12:31,2021-10-27 17:27:22,Closed
10257,10237,7,2021-10-26 16:08:22,2021-10-29 17:07:21,Closed
10259,10238,,2021-10-26 18:11:57,2021-11-01 15:52:08,Closed
10260,10243,,2021-10-26 18:12:55,,New
10261,10243,,2021-10-26 18:13:52,,New
10262,10243,,2021-10-26 18:14:20,,New
10263,10243,7,2021-10-26 18:15:44,,New
10264,10243,,2021-10-26 18:18:29,,New
10265,10237,7,2021-10-26 18:34:00,2021-11-24 13:42:19,Closed
10266,,4,2021-10-26 19:14:11,2021-10-29 08:28:33,Closed
10267,10237,7,2021-10-26 19:19:35,2021-11-08 10:54:44,Closed
10268,,4,2021-10-26 19:41:19,2021-11-08 21:14:12,Closed
10269,,7,2021-10-26 22:28:16,2021-11-02 23:59:16,Closed
10270,10237,7,2021-10-27 05:30:25,2021-11-01 20:29:28,Closed
10271,,5,2021-10-27 10:33:16,,Design
10273,,,2021-10-27 11:33:23,2021-10-28 00:22:46,Closed
10274,10214,5,2021-10-27 11:58:00,2021-10-29 13:15:56,Closed
10275,10238,,2021-10-27 17:36:42,2021-11-03 19:53:07,Closed
10276,10238,5,2021-10-27 19:17:09,2021-11-08 10:00:12,Closed
10277,,,2021-10-27 23:49:43,,Removed
10278,,,2021-10-28 16:36:25,2021-11-01 20:29:05,Closed
10279,,,2021-10-28 16:37:42,2021-11-02 23:57:56,Closed
10282,,,2021-10-28 21:35:06,2021-11-01 16:48:44,Closed
10288,,5,2021-10-29 14:34:16,,Design
10294,,,2021-10-29 22:28:17,2021-11-04 01:14:40,Closed
10295,,,2021-10-29 23:45:41,,New
10296,,4,2021-11-01 07:11:50,2021-11-12 14:56:17,Closed
10297,10152,4,2021-11-01 09:31:09,2021-12-15 23:49:44,Closed
10298,10152,4,2021-11-01 09:31:20,2021-12-24 05:58:23,Closed
10299,10152,4,2021-11-01 09:31:29,2021-11-30 14:10:00,Closed
10300,10152,4,2021-11-01 09:32:22,2021-12-17 06:13:37,Closed
10303,,4,2021-11-01 12:14:24,2021-11-09 10:30:12,Closed
10305,,4,2021-11-01 13:23:37,2021-11-08 19:05:24,Closed
10307,10237,4,2021-11-01 15:51:39,2022-02-09 15:24:41,Closed
10308,10242,,2021-11-01 16:40:10,,New
10309,10242,7,2021-11-01 16:40:54,,New
10310,10242,,2021-11-01 16:49:55,,New
10311,10242,,2021-11-01 16:52:42,,New
10312,10238,7,2021-11-01 17:06:05,2021-11-29 17:19:43,Closed
10313,,,2021-11-01 18:01:20,2021-11-01 20:23:13,Closed
10314,,,2021-11-01 18:01:20,2021-11-09 20:38:54,Closed
10315,20765,,2021-11-01 18:29:53,,Removed
10316,10315,,2021-11-01 18:41:41,,Removed
10317,20765,,2021-11-01 18:41:53,,Ready for Sprint
10318,,,2021-11-01 18:42:03,,Removed
10319,10315,,2021-11-01 18:42:12,,Removed
10320,9859,7,2021-11-01 18:56:15,2021-12-15 23:25:49,Closed
10321,10316,,2021-11-01 19:40:12,,New
10323,,2,2021-11-02 00:34:16,2022-01-25 15:21:50,Closed
10338,10323,2,2021-11-02 17:59:31,2022-01-25 15:21:30,Closed
10339,10323,2,2021-11-02 18:00:26,2022-01-25 15:21:34,Closed
10340,10237,7,2021-11-02 18:03:48,2021-11-08 18:34:53,Closed
10341,10963,5,2021-11-02 19:30:54,2022-04-14 20:22:56,Closed
10342,10963,5,2021-11-02 19:35:30,,Removed
10343,13612,,2021-11-02 19:39:04,,Removed
10344,13614,,2021-11-02 19:41:49,,Draft
10346,10238,,2021-11-03 04:47:12,,New
10347,10169,5,2021-11-03 05:35:15,,Removed
10348,10169,5,2021-11-03 05:35:32,2022-03-24 00:48:41,Closed
10350,,2,2021-11-03 12:01:55,2021-12-21 14:14:48,Closed
10351,10350,5,2021-11-03 12:05:53,2021-11-19 15:36:03,Closed
10352,,4,2021-11-03 14:09:21,2021-11-09 14:12:29,Closed
10356,,4,2021-11-03 18:07:02,2021-11-12 15:46:47,Closed
10357,,,2021-11-03 20:30:51,2022-04-20 23:07:56,Closed
10358,10357,,2021-11-03 21:03:04,2021-11-11 22:02:31,Closed
10359,10136,,2021-11-03 21:09:38,2021-11-04 01:25:21,Closed
10360,10108,,2021-11-03 21:38:57,2022-04-15 21:35:50,Closed
10361,10360,,2021-11-03 21:43:08,2022-04-15 21:36:27,Closed
10363,10237,4,2021-11-03 22:31:25,2021-11-23 18:24:57,Closed
10364,9736,7,2021-11-04 18:21:08,2021-11-17 00:15:47,Closed
10365,10364,7,2021-11-04 18:22:23,2021-11-12 19:50:49,Closed
10366,10364,7,2021-11-04 18:22:42,2022-02-01 18:43:30,Closed
10368,10152,,2021-11-04 22:57:30,2021-12-24 05:58:26,Closed
10369,10152,,2021-11-04 22:57:30,2021-12-24 05:55:04,Closed
10370,10152,,2021-11-04 22:57:31,2021-12-17 06:11:55,Closed
10371,,7,2021-11-04 23:04:50,2021-11-17 00:16:07,Closed
10372,10371,7,2021-11-04 23:10:45,2021-12-20 14:36:00,Closed
10373,10371,,2021-11-04 23:25:06,2021-11-22 10:47:08,Closed
10374,10364,,2021-11-05 00:49:17,2021-11-10 10:24:48,Closed
10375,10220,5,2021-11-08 09:20:53,2021-11-10 13:30:32,Closed
10376,10187,5,2021-11-08 09:44:12,2021-11-09 09:29:08,Closed
10378,10169,5,2021-11-08 10:48:45,2021-11-10 15:40:51,Closed
10380,10371,,2021-11-08 12:34:21,2021-11-10 18:49:38,Closed
10381,,4,2021-11-08 12:51:56,2021-11-09 10:55:56,Closed
10382,10015,,2021-11-08 18:25:51,,New
10383,10015,,2021-11-08 18:25:52,,New
10386,13416,,2021-11-08 22:55:15,,Draft
10387,,,2021-11-09 09:45:25,2021-11-24 15:33:23,Closed
10388,10387,,2021-11-09 09:46:08,2021-11-11 09:14:45,Closed
10389,,,2021-11-09 10:15:23,2021-11-19 16:56:01,Closed
10395,10169,,2021-11-09 11:22:07,2021-11-22 17:08:00,Closed
10397,10169,5,2021-11-09 11:24:42,2021-11-10 17:49:27,Closed
10398,,5,2021-11-09 11:45:50,2021-11-23 11:40:52,Closed
10399,10398,5,2021-11-09 11:46:06,2021-11-23 11:40:47,Closed
10400,,5,2021-11-09 11:46:30,2021-11-23 11:04:42,Closed
10401,10400,5,2021-11-09 11:46:44,2021-11-22 18:32:13,Closed
10412,10341,5,2021-11-09 14:18:49,2022-01-13 17:14:25,Closed
10417,10169,5,2021-11-09 15:33:17,2021-11-12 08:39:59,Closed
10418,10151,4,2021-11-09 15:58:16,2021-11-22 14:49:37,Closed
10419,,,2021-11-09 17:10:36,2022-01-27 18:44:13,Closed
10420,10237,,2021-11-09 18:10:50,2021-11-10 21:42:27,Closed
10421,10237,,2021-11-09 18:10:54,2021-11-16 05:28:50,Closed
10422,10237,4,2021-11-09 18:53:42,2021-11-11 00:19:17,Closed
10423,10419,,2021-11-09 19:38:38,2022-04-20 23:07:43,Closed
10424,10419,,2021-11-09 19:39:15,2022-04-13 19:55:49,Closed
10425,10419,7,2021-11-09 19:39:41,2022-02-03 16:56:55,Closed
10426,10419,,2021-11-09 19:40:34,2022-04-16 00:26:29,Closed
10427,10419,,2021-11-09 19:41:25,2021-12-14 22:44:19,Closed
10428,11343,5,2021-11-09 19:42:12,2022-12-01 00:45:03,Closed
10429,10419,2,2021-11-09 19:42:35,,Removed
10430,10364,7,2021-11-10 10:28:36,2021-11-10 12:47:50,Closed
10437,10237,,2021-11-10 14:18:56,2021-11-11 00:18:16,Closed
10438,10364,7,2021-11-10 15:23:11,2021-11-19 17:33:22,Closed
10439,10364,7,2021-11-10 15:24:52,2021-11-12 15:33:26,Closed
10440,10169,5,2021-11-10 15:37:13,2021-11-11 15:33:29,Closed
10441,10364,7,2021-11-10 15:46:35,2021-11-12 15:32:48,Closed
10442,10364,7,2021-11-10 15:48:06,2021-11-19 17:32:53,Closed
10443,10364,7,2021-11-10 15:49:03,2021-11-12 15:33:07,Closed
10444,10364,7,2021-11-10 15:49:47,2021-11-23 11:54:26,Closed
10445,9859,,2021-11-10 16:08:04,2021-11-12 15:50:46,Closed
10446,9859,7,2021-11-10 16:22:21,2021-11-19 12:09:00,Closed
10447,9859,7,2021-11-10 16:23:09,2021-11-19 12:09:19,Closed
10448,,,2021-11-10 17:28:28,2021-11-12 15:46:44,Closed
10450,10389,,2021-11-10 17:45:02,2021-11-19 13:01:33,Closed
10451,10389,,2021-11-10 17:50:41,2021-11-12 16:59:53,Closed
10452,10389,,2021-11-10 17:51:20,2021-11-19 16:44:01,Closed
10453,,,2021-11-10 18:23:35,,New
10455,10357,,2021-11-11 00:23:38,2021-11-11 22:02:28,Closed
10456,,5,2021-11-11 13:19:14,2021-11-11 15:58:32,Closed
10457,,5,2021-11-11 14:32:43,2021-11-17 17:33:40,Closed
10458,10457,5,2021-11-11 14:33:56,2021-11-12 15:49:10,Closed
10459,13616,,2021-11-11 15:12:53,,Draft
10460,10457,5,2021-11-11 16:46:14,2021-11-15 11:20:38,Closed
10461,10220,5,2021-11-11 17:14:23,2021-11-15 17:47:55,Closed
10463,,5,2021-11-11 17:41:15,2021-12-13 13:49:28,Closed
10465,10423,,2021-11-11 21:42:06,2021-11-16 22:02:54,Closed
10466,,,2021-11-11 21:52:44,2022-04-20 23:27:57,Closed
10467,10466,,2021-11-11 21:53:29,2021-12-01 06:35:52,Closed
10468,10466,,2021-11-11 21:54:04,2021-12-01 06:35:50,Closed
10470,,,2021-11-12 00:15:08,2021-12-04 23:10:53,Closed
10471,10470,,2021-11-12 00:15:48,2021-12-02 01:38:01,Closed
10472,,7,2021-11-12 00:16:48,2021-12-15 09:34:49,Closed
10473,10472,7,2021-11-12 00:17:10,2021-12-10 17:31:58,Closed
10474,13256,,2021-11-12 00:18:17,,New
10475,,4,2021-11-12 00:19:51,2021-12-14 10:32:02,Closed
10476,,5,2021-11-12 11:15:44,,Design
10477,,5,2021-11-12 11:15:44,,Design
10478,,5,2021-11-12 11:15:44,,Design
10479,,5,2021-11-12 11:42:15,,Design
10480,,5,2021-11-12 11:42:16,,Design
10481,,5,2021-11-12 11:42:16,,Design
10482,10364,,2021-11-12 15:34:22,2021-11-12 19:50:07,Closed
10483,10419,7,2021-11-12 17:15:42,2022-02-11 19:44:48,Closed
10484,10237,,2021-11-13 00:46:35,,New
10485,,,2021-11-14 09:13:44,2021-11-19 16:57:11,Closed
10488,,4,2021-11-15 10:56:29,2021-11-24 15:33:11,Closed
10489,10488,4,2021-11-15 10:58:24,2021-11-17 11:10:17,Closed
10490,10457,5,2021-11-15 11:19:54,2021-11-15 17:10:44,Closed
10491,10488,5,2021-11-15 11:35:04,2021-11-17 16:42:02,Closed
10494,,,2021-11-15 13:51:13,2021-11-19 16:57:01,Closed
10498,10169,5,2021-11-15 15:32:19,2021-11-19 15:20:42,Closed
10499,10169,5,2021-11-15 15:33:48,2021-11-17 09:11:35,Closed
10500,10169,5,2021-11-15 15:36:11,2021-11-22 12:32:31,Closed
10501,10169,5,2021-11-15 15:36:46,2021-11-17 11:00:36,Closed
10502,10169,5,2021-11-15 15:38:35,2021-11-16 12:55:04,Closed
10503,,2,2021-11-15 16:15:03,2021-12-21 14:13:59,Closed
10504,10503,2,2021-11-15 16:17:01,2021-11-22 17:47:58,Closed
10505,,2,2021-11-15 16:18:06,2021-12-21 14:13:01,Closed
10506,10505,2,2021-11-15 16:18:48,2021-11-22 17:47:55,Closed
10507,,5,2021-11-15 16:32:49,,Design
10508,,5,2021-11-15 16:32:49,,Design
10509,,5,2021-11-15 16:32:50,,Design
10510,,5,2021-11-15 16:32:50,,Design
10512,10424,,2021-11-15 17:52:47,2022-04-13 19:55:45,Closed
10513,10425,7,2021-11-15 17:55:32,2021-12-28 00:49:00,Closed
10514,10425,7,2021-11-15 17:56:04,2021-12-28 00:49:00,Closed
10515,10425,7,2021-11-15 17:56:38,,Removed
10516,10425,7,2021-11-15 17:57:31,2021-12-13 10:30:51,Closed
10517,10466,,2021-11-15 19:13:32,2021-12-22 00:30:45,Closed
10518,10483,7,2021-11-15 19:33:22,2022-01-21 00:50:00,Closed
10519,10483,7,2021-11-15 19:35:04,2022-04-24 09:51:28,Closed
10520,10426,,2021-11-15 22:35:01,2022-04-16 00:26:40,Closed
10521,10426,,2021-11-15 22:35:57,2022-04-16 00:27:03,Closed
10522,10360,,2021-11-15 23:07:28,2021-11-16 19:55:36,Closed
10523,10237,7,2021-11-16 00:45:32,2021-12-09 21:52:28,Closed
10524,10423,,2021-11-16 02:52:56,2021-11-16 22:02:48,Closed
10525,10237,7,2021-11-16 07:30:35,2021-12-03 23:04:23,Closed
10526,10169,5,2021-11-16 13:14:44,2021-11-18 12:16:48,Closed
10527,,5,2021-11-16 15:07:21,2021-11-18 10:14:55,Closed
10528,10527,5,2021-11-16 15:07:55,2021-11-18 09:26:37,Closed
10529,10169,,2021-11-16 15:09:53,2021-11-18 07:27:07,Closed
10530,10466,,2021-11-16 17:20:29,2021-12-22 00:30:48,Closed
10531,10466,,2021-11-16 17:20:41,2021-12-17 05:59:57,Closed
10532,10169,,2021-11-16 17:37:42,2021-11-18 06:17:21,Closed
10533,10427,,2021-11-16 23:31:22,2021-12-08 16:01:56,Closed
10534,10427,,2021-11-16 23:32:06,2021-12-08 23:15:49,Closed
10535,10220,,2021-11-17 12:26:48,2021-11-23 22:09:07,Closed
10536,10074,,2021-11-17 13:05:34,2021-11-23 09:42:23,Closed
10537,10074,5,2021-11-17 13:06:24,2022-03-24 00:47:41,Closed
10538,10074,5,2021-11-17 16:22:12,2021-11-23 11:46:57,Closed
10540,10074,5,2021-11-17 16:22:59,2021-11-24 09:44:20,Closed
10541,10219,5,2021-11-17 16:52:50,2022-03-24 00:48:38,Closed
10542,,5,2021-11-17 17:29:27,2021-12-06 15:35:26,Closed
10543,10220,5,2021-11-17 17:35:07,2021-11-22 20:22:14,Closed
10544,10169,5,2021-11-17 18:47:55,2021-11-22 14:36:37,Closed
10545,,7,2021-11-17 20:23:35,2022-04-20 13:30:36,Closed
10546,10239,,2021-11-17 23:09:24,,Draft
10547,10419,7,2021-11-18 01:33:45,2022-02-03 16:57:02,Closed
10548,10547,7,2021-11-18 02:23:06,2021-12-09 00:58:39,Closed
10549,10547,7,2021-11-18 02:23:32,2021-12-20 22:30:47,Closed
10550,10547,7,2021-11-18 02:24:03,2021-11-26 15:51:51,Closed
10551,10542,5,2021-11-18 09:26:19,2021-11-24 11:58:46,Closed
10552,10219,5,2021-11-18 10:32:26,2021-11-30 15:11:32,Closed
10553,10183,5,2021-11-18 10:35:57,2021-12-15 14:36:57,Closed
10554,10169,5,2021-11-18 13:29:28,2021-11-22 16:04:43,Closed
10555,10174,,2021-11-18 15:27:29,2021-11-29 08:33:03,Closed
10556,10174,,2021-11-18 15:41:26,2021-11-29 08:34:29,Closed
10557,10163,5,2021-11-18 15:45:15,2021-11-19 15:17:51,Closed
10558,9753,,2021-11-18 16:18:08,2021-11-19 00:29:41,Closed
10559,9753,,2021-11-18 16:19:25,2021-11-19 00:54:41,Closed
10560,10547,7,2021-11-18 20:41:23,2021-12-31 00:49:00,Closed
10561,9859,,2021-11-18 23:12:39,2021-11-30 07:56:58,Closed
10563,10463,5,2021-11-19 10:30:09,2021-11-23 15:31:12,Closed
10564,,5,2021-11-19 12:59:40,2021-12-06 09:41:15,Closed
10565,10564,5,2021-11-19 13:00:38,2021-12-06 09:17:10,Closed
10566,10564,5,2021-11-19 13:01:10,2021-12-03 18:58:24,Closed
10567,9859,7,2021-11-19 13:06:01,2021-11-24 14:50:32,Closed
10568,9859,7,2021-11-19 13:06:44,2021-11-24 14:51:01,Closed
10569,10151,4,2021-11-19 15:44:07,2021-11-22 14:49:16,Closed
10570,,,2021-11-19 18:37:10,2021-11-22 15:52:50,Closed
10573,,4,2021-11-22 12:28:08,2022-04-13 20:16:47,Closed
10576,10119,,2021-11-22 14:48:55,2021-12-02 15:22:17,Closed
10577,,5,2021-11-22 14:49:01,,Design
10578,,5,2021-11-22 14:49:01,,Design
10579,,5,2021-11-22 14:49:02,,Design
10580,,5,2021-11-22 14:49:02,,Design
10581,10119,4,2021-11-22 14:51:17,2021-11-29 09:34:51,Closed
10582,10119,,2021-11-22 14:52:54,2021-12-02 15:19:15,Closed
10583,10119,4,2021-11-22 14:53:23,2021-11-29 11:11:35,Closed
10584,10119,,2021-11-22 14:54:15,2022-03-24 14:33:31,Closed
10585,10119,,2021-11-22 14:54:42,2021-12-02 15:10:48,Closed
10586,10237,,2021-11-22 15:46:48,2021-12-03 23:03:56,Closed
10587,10371,,2021-11-22 17:19:56,2021-11-23 23:17:53,Closed
10588,10174,5,2021-11-22 17:27:50,2021-11-22 20:20:46,Closed
10589,10475,4,2021-11-22 18:18:56,2021-11-29 15:15:22,Closed
10590,10237,7,2021-11-23 00:47:41,2021-12-03 23:05:39,Closed
10591,10237,4,2021-11-23 09:46:17,2021-11-24 13:27:35,Closed
10592,10119,4,2021-11-23 10:02:16,2021-12-09 09:47:36,Closed
10593,,,2021-11-23 10:11:21,2021-11-23 11:35:12,Closed
10595,,5,2021-11-23 11:06:23,2021-12-09 13:47:01,Closed
10597,,5,2021-11-23 16:39:54,,Design
10598,,5,2021-11-23 16:39:54,,Design
10599,,5,2021-11-23 16:39:55,,Design
10600,10470,,2021-11-23 22:30:15,2021-12-02 01:37:53,Closed
10601,,5,2021-11-23 22:59:44,,Design
10602,10237,7,2021-11-23 23:07:22,2021-12-03 23:04:24,Closed
10603,10169,5,2021-11-24 12:01:10,2021-11-26 09:38:10,Closed
10604,10220,5,2021-11-24 13:17:38,2021-11-29 10:24:34,Closed
10605,9859,7,2021-11-24 14:54:06,2021-11-26 09:48:29,Closed
10606,9859,7,2021-11-24 14:54:46,2021-11-26 09:48:12,Closed
10607,9859,7,2021-11-24 16:26:35,2021-11-26 13:37:14,Closed
10608,10237,,2021-11-24 16:41:28,2021-12-03 23:04:07,Closed
10609,10152,,2021-11-24 18:28:58,2021-11-24 22:08:28,Closed
10610,,,2021-11-25 00:13:42,,New
10611,,,2021-11-25 00:15:18,,Removed
10612,10074,,2021-11-25 09:06:13,2021-12-03 10:08:27,Closed
10613,10364,,2021-11-25 11:01:15,2022-02-01 18:42:39,Closed
10614,,5,2021-11-25 11:51:12,2021-12-03 16:31:39,Closed
10615,10152,7,2021-11-25 14:27:42,2021-11-25 15:58:35,Closed
10616,,5,2021-11-25 14:41:17,2021-11-26 14:00:56,Closed
10617,10220,5,2021-11-25 15:53:15,2021-11-30 13:19:48,Closed
10618,,,2021-11-25 19:30:59,2021-11-25 20:30:09,Closed
10619,,,2021-11-25 19:35:57,,New
10620,,,2021-11-25 19:37:13,,New
10621,10169,,2021-11-26 10:35:54,2021-12-04 01:26:33,Closed
10622,,,2021-11-26 12:06:47,2021-12-14 12:30:49,Closed
10623,9859,7,2021-11-26 15:06:11,2021-11-30 16:41:21,Closed
10624,10119,4,2021-11-26 15:38:03,2021-12-29 15:26:28,Closed
10625,10119,4,2021-11-26 15:38:19,2022-02-09 14:08:02,Closed
10626,10119,4,2021-11-26 15:39:15,2021-12-29 15:26:50,Closed
10627,10119,4,2021-11-26 15:39:35,2022-01-21 14:05:06,Closed
10628,,4,2021-11-26 15:40:20,2021-12-02 15:42:19,Closed
10629,10119,4,2021-11-26 15:41:37,2022-02-09 14:08:18,Closed
10630,10547,7,2021-11-26 15:52:54,2021-11-29 15:54:38,Closed
10631,9859,,2021-11-26 16:13:36,2021-12-08 15:54:18,Closed
10632,9859,,2021-11-26 16:15:42,2021-11-30 07:56:37,Closed
10633,9859,,2021-11-26 16:16:47,2021-11-30 07:56:42,Closed
10634,9859,,2021-11-26 16:18:05,2021-11-30 07:56:46,Closed
10635,10237,,2021-11-29 15:41:38,2021-12-03 23:05:01,Closed
10636,,,2021-11-29 15:56:51,2021-12-03 16:27:24,Closed
10637,,,2021-11-29 16:00:58,2021-12-01 10:16:12,Closed
10638,10472,7,2021-11-30 08:00:14,2021-12-14 09:40:58,Closed
10639,10174,5,2021-11-30 08:57:03,2021-12-02 10:01:21,Closed
10640,10564,5,2021-11-30 09:33:42,2021-12-03 15:37:48,Closed
10641,10614,5,2021-11-30 10:21:36,2021-12-02 13:00:07,Closed
10642,,5,2021-11-30 14:19:49,,Design
10643,,5,2021-11-30 15:18:35,,Design
10645,10174,5,2021-11-30 15:34:46,2021-12-15 11:09:09,Closed
10646,9859,7,2021-11-30 16:00:20,2021-12-01 18:10:08,Closed
10647,,4,2021-12-01 03:11:15,,Removed
10648,11440,7,2021-12-01 03:12:12,2022-09-30 11:51:25,Closed
10649,,,2021-12-01 03:14:37,,Discovery
10650,10649,,2021-12-01 03:15:19,,New
10651,10169,,2021-12-01 09:02:40,2021-12-04 01:56:13,Closed
10653,10219,5,2021-12-01 10:23:12,2021-12-02 09:09:27,Closed
10654,10219,5,2021-12-01 10:23:28,2021-12-02 14:32:21,Closed
10655,10219,5,2021-12-01 10:23:55,2021-12-03 11:18:18,Closed
10656,10219,5,2021-12-01 10:24:11,2021-12-09 12:58:28,Closed
10658,,1,2021-12-01 11:50:53,2022-02-25 10:10:55,Closed
10659,,5,2021-12-01 11:54:05,,Design
10661,10658,1,2021-12-01 12:06:34,2022-02-25 15:53:35,Closed
10662,,1,2021-12-01 12:20:26,,New
10663,,1,2021-12-01 12:23:50,2022-08-02 08:55:52,Closed
10664,,1,2021-12-01 12:30:49,2022-08-02 08:56:32,Closed
10665,,,2021-12-01 13:23:16,2021-12-06 15:13:10,Closed
10666,9859,7,2021-12-01 15:50:08,2021-12-03 13:24:17,Closed
10667,10220,,2021-12-01 15:51:18,2021-12-04 02:05:23,Closed
10670,10174,5,2021-12-01 17:29:31,2021-12-06 16:07:46,Closed
10673,10474,8,2021-12-01 21:54:48,2021-12-20 14:17:26,Closed
10674,10237,7,2021-12-01 23:26:03,2021-12-06 23:50:26,Closed
10675,,,2021-12-02 00:24:22,,Removed
10676,13412,,2021-12-02 00:27:00,,Removed
10677,10474,4,2021-12-02 01:07:13,,Removed
10679,10474,,2021-12-02 01:08:12,,New
10680,10474,,2021-12-02 01:08:25,,New
10684,10317,4,2021-12-02 07:56:06,,New
10685,10318,,2021-12-02 09:05:16,,New
10686,,5,2021-12-02 09:34:20,2021-12-06 09:18:10,Closed
10687,10219,5,2021-12-02 10:44:50,2021-12-07 14:35:08,Closed
10688,10219,5,2021-12-02 10:45:34,2021-12-08 12:41:03,Closed
10689,10237,,2021-12-02 10:59:46,2021-12-06 23:50:24,Closed
10690,10472,,2021-12-02 12:21:51,2021-12-03 18:56:16,Closed
10691,10174,5,2021-12-02 12:58:14,2021-12-07 10:25:39,Closed
10692,9859,7,2021-12-02 15:33:11,2021-12-10 14:44:32,Closed
10703,10466,,2021-12-03 08:41:11,2022-01-07 19:50:01,Closed
10719,,5,2021-12-03 12:36:41,,Design
10720,,5,2021-12-03 12:36:41,,Design
10729,10472,7,2021-12-03 12:50:37,2021-12-10 16:19:41,Closed
10730,,5,2021-12-03 13:01:24,2021-12-23 23:36:16,Closed
10731,10219,5,2021-12-03 13:55:40,2021-12-06 15:36:10,Closed
10735,,,2021-12-03 16:56:36,,Removed
10736,10735,,2021-12-03 16:57:20,,Removed
10737,,4,2021-12-03 17:10:40,2021-12-06 09:19:30,Closed
10739,,4,2021-12-03 18:17:18,,Failed
10741,,4,2021-12-03 20:37:13,2021-12-06 12:31:59,Closed
10742,10466,,2021-12-03 23:32:12,2022-02-09 00:04:43,Closed
10743,10183,5,2021-12-04 19:20:41,2022-03-24 00:48:33,Closed
10744,10183,5,2021-12-04 19:21:02,2021-12-22 21:28:42,Closed
10746,10183,,2021-12-04 19:21:32,2022-03-24 00:49:48,Closed
10747,10183,5,2021-12-04 19:21:45,2021-12-28 03:28:18,Closed
10749,10183,5,2021-12-04 19:22:24,2022-03-24 00:51:59,Closed
10750,10183,5,2021-12-04 19:22:45,,Removed
10751,10183,5,2021-12-04 19:22:56,,Removed
10752,,4,2021-12-05 19:14:03,2021-12-06 09:19:31,Closed
10753,,5,2021-12-05 19:15:23,2021-12-06 09:18:41,Closed
10758,,4,2021-12-05 21:04:37,,Failed
10759,10074,5,2021-12-06 09:03:22,2021-12-14 00:45:26,Closed
10760,10074,5,2021-12-06 09:15:25,2021-12-13 09:20:51,Closed
10761,10074,5,2021-12-06 09:15:50,2021-12-13 09:21:02,Closed
10763,,,2021-12-06 09:42:18,2021-12-10 11:37:17,Closed
10764,,,2021-12-06 09:50:32,2021-12-13 17:53:26,Closed
10765,,,2021-12-06 09:55:24,2021-12-20 16:45:39,Closed
10768,,,2021-12-06 10:04:58,2021-12-14 10:06:05,Closed
10769,,,2021-12-06 10:05:57,2022-05-04 14:19:50,Closed
10778,,5,2021-12-06 16:17:55,2021-12-16 11:17:00,Closed
10779,,,2021-12-06 16:45:18,2021-12-22 16:40:18,Closed
10780,10219,5,2021-12-06 17:00:13,2021-12-09 11:31:41,Closed
10781,10547,,2021-12-06 17:51:08,2021-12-09 00:57:52,Closed
10784,9956,7,2021-12-06 21:02:08,2021-12-16 12:06:28,Closed
10786,10425,7,2021-12-07 14:35:22,2021-12-16 11:30:07,Closed
